concept_id	language_code	id	group	lemma	transliteration
16321	gle	1208576	10	ríomhaire	
16321	glv	1212266	10	co-earrooder	
16321	haw	1214723	10	lolouila	
16321	haw	1214724	1	kamepuila	
16321	hin	1215904	4	संगणक	saṅgṇak
16321	hin	1215905	1	कंप्यूटर	kampyūṭar
16321	hun	1221602	10	számítógép	
16321	hye	1230346	10	համակարգիչ	hamakargičʿ
16321	kal	1234788	10	qarasaasiaq	
16321	kam	1235067	1	kompiuta	
16321	khm	1239745	1	កុំព្យូទ័រ	kompyutôr
16321	khm	1239746	10	គណិតូបករណ៍	
16321	kik	1241160	1	kompyuta	
16321	kis	1242417	1	ekompyuta	
16321	kor	1244274	1	컴퓨터	keompyuteo
16321	kor	1244275	10	전자계산기	jeonjagyesan-gi
16321	lao	1250635	1	ຄອມພິວເຕີ	khǭm phiu tœ̄
16321	lat	1252438	1	computatrum	
16321	lat	1252439	2	ordinatrum	
16321	ltz	1257229	1	computer	
16321	mar	1259366	4	संगणक	saṅgṇak
16321	mer	1260122	1	kompyuta	
16321	mkd	1261661	10	сметач	smetač
16321	mkd	1261760	1	компјутер	kompjuter
16321	mlt	1266425	1	kompjuter	
16321	mri	1267635	10	rorohiko	
16321	nav	1270534	10	béésh nitsékeesí	
16321	roh	1274671	1	computer	
16321	roh	1274651	3	calculader	
16321	rus	1282878	1	компьютер	kompʹjuter
16321	sah	1300027	1	көмпүүтэр	kömpüüter
16321	sin	1302349	10	පරිගණකය	parigaṇakaya
16321	sme	1302703	10	dihtor	
16321	smo	1302901	1	komipiuta	
16321	sms	1303004	10	teâttmašina	
16321	sot	1303417	1	khomputa	
16321	tgk	1308353	1	компутар	komputar
16321	tgl	1309347	1	kompyuter	
16321	tur	1313837	10	bilgisayar	
16321	ukr	1321501	1	комп'ютер	kompʺjuter
16321	vie1	1327158	10	máy vi tính	
16321	vro	1330659	10	puutri	
16321	zsm	1332905	1	komputer	
16321	asm	1417641	1	কম্পিউটাৰ	kompiutar
16321	tel	1433743	1	కంప్యూటర్	kampyūṭar
16321	tam	1447503	1	கணிப்பொறி	kaṇippoṟi
16321	san	1469372	4	सङ्गणकः	saṅgaṇakaḥ
16321	pan	1532750	1		ੰਪਿਊਟਰ	mpiūṭar
16321	ori	1553650	1	କମ୍ପୁଟର	kômpuṭôrô
16321	mal	1587640	1	കമ്പ്യൂട്ടര്	kampyūṭṭar
16321	mni	1611050	1	kmpiutr	
16321	kok	1623030	1	कम्प्युटर	kampyuṭar
16321	kok	1623031	4	संगणक	saṅgṇak
16321	kan	1648650	1	ಕಂಪ್ಯೂಟರ್	kampyūṭar
16321	kan	1646335	10	ಗಣಕಯಂತ್ರ	gaṇakayantra
16321	ben	1699047	4	সংগণক	sônggṇôk
16321	ben	1699048	1	কম্পিউটার	kômpiuṭar
16321	brx	1716590	1	कम्पिउटार	kampiuṭār
16321	ven	1757243	1	khomphiyutha	
16321	zul	1762135	1	ikhompiyutha	
16321	tsn	1769424	10	sebalamakgolo	
16321	tsn	1769425	1	khompiutara	
16321	nso	1781265	1	khomphutha	
16321	xho	1790128	1	ikhompyutha	
16321	mya	1793190	1	ကွန်ပျူတာ	kwanpyuta
16321	guj	1811179	4	સંગણક	saṅgṇak
16321	guj	1811181	1	કમ્પ્યુટર	kampyuṭar
16321	guj	1811182	1	કોમ્પ્યુટર	kompyuṭar
16321	nep	1831449	4	संगणक	sãgaṇaka
16321	nep	1831450	1	कम्प्यूटर	kampyūṭara
16321	urd	1846564	1	كمپوٹر	كmpuٹr
16321	kas	1874015	1	کَمپیٛوٗٹَر	kampeūṭar
16321	mon	1954669	1	компьютер	kompʹyuter
41210	eng	57945	1	apple	
41210	ita	156896	4	mela	
41210	ita	156897	5	pomo	
41210	spa	189656	4	manzana	
41210	cat	225553	5	poma	
41210	zho	283699	9	苹果	ping guo
41210	jpn	416972	10	リンゴ	ringo
41210	tha	472367	10	แอปเปิ้ล	xæ ppeîl
41210	sqi	514481	4	mollë	
41210	bul	521466	1	ябълка	jabǎlka
41210	dan	522853	1	æble	
41210	fas	532957	10	مردمک چشم	mrdmk čšm
41210	fas	538947	7	سیب	sib
41210	hrv	565531	1	jabuka	
41210	isl	579055	1	epli	
41210	ind	602349	1	apel	
41210	msa	627001	1	apel	
41210	msa	627002	1	epal	
41210	pol	665449	1	jabłko	
41210	swe	692989	1	äpple	
41210	nno	697217	1	eple	
41210	nob	700648	1	eple	
41210	fin	752913	10	omena	
41210	heb	849673	8	תַּפּוּחַ	tappūaḥ
41210	arb	863493	8	تُفَّاح	tuffāḥ
41210	fra	889137	5	pomme	
41210	ell	911614	4	μήλο	mḗlo
41210	nld	939349	1	appel	
41210	por	995647	4	maçã	
41210	ron	1010672	4	măr	
41210	lit	1057083	1	obuolys	
41210	slk	1064582	1	jablko	
41210	slv	1114698	1	jabolko	
41210	abe	1126409	1	aples	
41210	afr	1127499	1	appel	
41210	akz	1128416	10	takkólchoba	
41210	amh	1128692	5	ፖም	pom
41210	arg	1129012	4	mazana	
41210	ast	1130992	4	mazana	
41210	bak	1131954	2	алма	alma
41210	bel	1133576	1	яблык	jablyk
41210	bod	1134724	10	ཀུ་ཤུ	ku shu
41210	bre	1135397	1	aval	
41210	ces	1143612	1	jablko	
41210	chr	1149608	10	ᏒᎦᏔ	svgata
41210	chu	1149913	1	аблъко	
41210	cmn	1159109	9	苹果	ping guo
41210	crh	1165914	2	alma	
41210	cym	1167248	1	afal	
41210	deu	1181161	1	apfel	
41210	dsb	1191454	1	jabłuko	
41210	epo	1195416	5	pomo	
41210	fao	1200146	1	epli	
41210	fry	1201664	1	apel	
41210	fur	1202339	4	miluç	
41210	gag	1202767	2	alma	
41210	gla	1205490	1	ubhal	
41210	gle	1210032	1	úll	
41210	glv	1212603	1	ooyl	
41210	haw	1214800	10	ʻāhia	
41210	hin	1216971	7	सेब	seb
41210	hsb	1218649	1	jabłuko	
41210	hun	1224540	2	alma	
41210	hye	1231911	10	խնձոր	xnjor
41210	jam	1234432	1	apl	
41210	kaa	1234668	2	alma	
41210	kat	1237194	10	ვაშლი	vašli
41210	kaz	1238921	2	алма	alma
41210	khm	1240348	5	ប៉ុម	bŏm
41210	kir	1241996	2	алма	alma
41210	kor	1246824	10	사과	sagwa
41210	krc	1250088	2	алма	alma
41210	ksh	1250233	1	appel	
41210	kum	1250318	2	алма	alma
41210	lao	1250887	10	ໝາກໂປມ	māk pōm
41210	lat	1252758	4	malum	
41210	ltg	1256440	1	uobeļs	
41210	ltz	1257612	1	apel	
41210	mar	1259679	10	सफरचंद	sapharcand
41210	mkd	1263533	1	јаболко	jabolko
41210	mlt	1266823	8	tuffieħa	
41210	mri	1267794	1	āporo	
41210	mwl	1268118	4	maçana	
41210	myv	1269044	10	умарь	umarʹ
41210	nan	1269348	9	蘋果	pin guo
41210	nap	1269713	4	méla	
41210	nav	1270897	4	bilasáana	
41210	nog	1272056	2	алма	alma
41210	oci	1272773	5	poma	
41210	oss	1273511	10	фæткъуы	fætk’°y
41210	pap	1273899	1	apel	
41210	rhg	1274331	7	sép	
41210	rup	1275942	4	mer	
41210	rus	1289147	1	яблоко	jabloko
41210	sah	1300078	1	яблоко	yabloko
41210	scn	1301160	5	puma	
41210	sco	1301572	1	aipple	
41210	sin	1302492	1	ඇපල්	æpal
41210	smo	1302921	10	apu	
41210	som	1303323	8	tufaax	
41210	sot	1303525	1	apole	
41210	tat	1305787	2	алма	alma
41210	tgk	1308641	7	себ	seb
41210	tgl	1309816	4	mansanas	
41210	tly	1310425	7	سیف	sif
41210	tuk	1311348	2	alma	
41210	tur	1316350	2	elma	
41210	tzm	1320250	10	ⵜⴰⴷⴼⴼⵓⵢⵜ	tadffuyt
41210	uig	1320504	2	ئالما	alma
41210	ukr	1322615	1	яблуко	jabluko
41210	vie	1328579	10	quả táo	
41210	wln	1330961	5	peme	
41210	wol	1331257	5	pom	
41210	wym	1331359	1	epuł	
41210	yor	1331582	10	èso òro òyìnbó	
41210	yua	1331643	10	chak pak’aal	
41210	zsm	1333880	1	epal	
41210	asm	1415901	1	আপেল	apel
41210	tel	1432028	10	సీమరేగుపండు	sīmarēgupaṇḍu
41210	tel	1432030	1	ఆపిల్	āpil
41210	tam	1446065	1	ஆப்பிள்	āppiḷ
41210	san	1461662	10	पारावतः	pārāvataḥ
41210	pan	1530701	10	ਸਿਉ	siu
41210	ori	1551591	10	ସେଓ	seo
41210	mal	1585840	1	ആപ്പിള്	āppiḷ
41210	mni	1609756	10	sem	
41210	kok	1621444	1	आपोल	āpol
41210	kan	1645918	1	ಆಪಲ್ಲು	āpallu
41210	kan	1645920	7	ಸೇಬು	sēbu
41210	ben	1697120	1	আপেল	apel
41210	brx	1714581	1	आपेल	āpel
41210	ven	1756219	1	apula	
41210	zul	1758457	1	ihhabhula	
41210	tsn	1765305	1	apolê	
41210	nso	1777270	1	apola	
41210	xho	1784781	1	iapile	
41210	mya	1792970	10	ပန်းသီး	pan:si:
41210	guj	1808229	7	સેબ	seb
41210	nep	1829869	10	स्याउ	syāu
41210	urd	1844392	7	سیب	sib
41210	kas	1872549	10	ژوٗنٛٹھ	ćūnṭh
41210	mon	1954979	2	алим	alim
10828	eng	17322	1	lion	
10828	ita	136533	1	leone	
10828	spa	177549	1	león	
10828	cat	211862	1	lleó	
10828	zho	321227	10	美洲拟狮	mei zhou ni shi
10828	jpn	385515	1	ライオン	raion
10828	jpn	385518	3	獅子	shishi
10828	tha	462377	4	สิงโต	s̄ingto
10828	bul	519025	1	лъв	lǎv
10828	dan	525634	1	løve	
10828	hrv	556073	1	lav	
10828	isl	575334	1	ljón	
10828	ind	595969	6	asad	
10828	ind	595970	4	singa	
10828	msa	620414	6	asad	
10828	msa	620415	4	singa	
10828	pol	645246	1	lew	
10828	swe	693961	1	lejon	
10828	nno	699426	1	løve	
10828	nob	703272	1	løve	
10828	fin	719185	1	leijona	
10828	eus	835886	1	lehoi	
10828	heb	847697	10	אַרְיֵה	ʾaryē
10828	heb	847698	10	מֶלֶךְ-הַחַיּוֹת	meleḵ-haḥayyōṯ
10828	arb	852458	6	أَسَد	ʾasad
10828	arb	858346	1	لَيْث	layṯ
10828	arb	858854	10	مَلِك	malik
10828	fra	880169	1	lion	
10828	ell	920402	1	λέων	léōn
10828	nld	939705	1	leeuw	
10828	por	980439	1	leões	
10828	por	980440	1	leão	
10828	ron	1011519	1	leu	
10828	lit	1057318	10	liūtas	
10828	slk	1071167	1	lev	
10828	slv	1102013	1	lev	
10828	abe	1126406	10	pitôlo	
10828	abk	1126427	10	алым	āləm
10828	afr	1126889	1	leeu	
10828	amh	1128613	10	አንበሳ	ʾänbäsa
10828	arz	1129356	10	سبع	
10828	ast	1130469	1	lleón	
10828	bak	1131813	2	арыҫлан	arïθlan
10828	bel	1132579	1	леў	ljeŭ
10828	bod	1134680	4	སེངགེ	sengge
10828	ces	1139268	1	lev	
10828	chr	1149440	10	ᏢᏓᏥ ᎤᏍᏆᎴᏂ	tlvdatsi usqualeni
10828	cmn	1153359	3	狮子	shi zi
10828	cop	1165322	1	ⲗⲉⲱⲛ	leōn
10828	cym	1166535	1	llew	
10828	deu	1173514	1	löwe	
10828	dsb	1191359	1	law	
10828	epo	1193098	1	leono	
10828	fao	1199479	1	ljón	
10828	frr	1201154	1	lau	
10828	fry	1201365	1	liuw	
10828	gla	1204017	1	leòmhann	
10828	gle	1208253	1	leon	
10828	hin	1215686	4	सिंह	sinh
10828	hin	1215687	7	शेर	śer
10828	hsb	1218571	1	law	
10828	hun	1220930	2	oroszlán	
10828	hye	1229998	10	առյուծ	aṙyuc
10828	kat	1236068	10	ლომი	lomi
10828	kaz	1238547	2	арыстан	arıstan
10828	khm	1239632	4	សឹង្ហ	sœ̆ngh
10828	khm	1239633	10	តោ	taô
10828	kir	1241574	2	арстан	arstan
10828	kor	1243815	10	사자	saja
10828	kor	1243816	3	獅子	
10828	lao	1250562	4	ສິງໂຕ	sing tō
10828	lat	1252211	1	leo	
10828	ltg	1256182	1	ļovs	
10828	mar	1259307	4	सिंह	sinh
10828	mel	1260096	4	singa	
10828	mkd	1261343	1	лав	lav
10828	mlt	1266313	1	iljun	
10828	naq	1269896	10	xami	
10828	nav	1270304	10	náshdóítsoh bitsiijįʼ daditłʼooígíí	
10828	oci	1272380	1	leon	
10828	oss	1273423	10	домбай	dombaj
10828	oss	1273424	1	лев	lev
10828	pam	1273646	1	leon	
10828	pli	1274009	4	sīha	
10828	prg	1274161	1	laūws	
10828	rup	1275736	2	aslan	
10828	rus	1281570	1	лев	lev
10828	sin	1302319	4	සිංහය	siṁhaya
10828	snd	1303152	10	شِینھُن	
10828	sne	1303259	4	singa	
10828	sot	1303382	5	tau	
10828	tat	1305569	2	арыслан	arıslan
10828	tgk	1308289	7	шер	šer
10828	tgl	1309244	1	leon	
10828	tgl	1309245	1	liyon	
10828	tuk	1311038	2	arslan	
10828	tuk	1311039	7	şir	
10828	tuk	1311040	10	ýolbars	
10828	tur	1313410	2	aslan	
10828	tzm	1320217	10	ⵉⵣⵎ	izm
10828	tzm	1320218	10	ⴰⵢⵔⴰⴷ	ayrad
10828	uig	1320412	2	ئارسلان	arslan
10828	ukr	1321224	1	лев	lev
10828	vie	1326845	10	sư tử	
10828	vie	1326846	3	獅子	
10828	wol	1331190	10	gaynde	
10828	zsm	1332663	4	singa	
10828	tel	1438518	4	సింహము	siṃhamu
10828	tam	1453031	4	சிங்கம்	ciṅkam
10828	san	1475449	10	केसरी	kesarī
10828	san	1475450	4	सिंह	siṃha
10828	mal	1593333	4	സിംഹം	siṃhaṃ
10828	kan	1658895	4	ಸಿಂಹ	siṃha
10828	zul	1763770	10	imbube	
10828	zul	1763771	10	ingonyama	
10828	zul	1763772	10	ibhubesi	
10828	tsn	1769330	5	tau	
10828	mya	1793251	10	ခြင်္သေ့	hkrangse.
10828	guj	1797150	4	સિંહ	sĩh
10828	urd	1852075	4	سنگھ	sngھ
10828	mon	1946660	2	арслан	arslan
46300	eng	63651	1	moon	
46300	ita	143254	2	luna	
46300	cat	227134	2	lluna	
46300	jpn	398312	8	衛星	eisei
46300	tha	507221	3	จันทรา	cạnthrā
46300	bul	521780	2	луна	luna
46300	bul	521781	1	месец	mesec
46300	dan	525807	1	måne	
46300	hrv	566798	1	mjesec	
46300	ind	597282	4	bulan	
46300	msa	621815	4	bulan	
46300	pol	667969	10	księżyc	
46300	nno	699543	1	måne	
46300	nob	703439	1	måne	
46300	fin	758119	7	kuu	
46300	eus	821645	10	ilargi	
46300	arb	861010	6	قَمَر	qamar
46300	fra	872686	2	lune	
46300	nld	940514	1	maan	
46300	por	997810	2	lua	
46300	ron	1008305	2	lună	
46300	lit	1055038	1	mėnulis	
46300	slk	1069627	1	mesiac	
46300	slv	1116205	2	luna	
46300	ale	1128445	10	tugidax	
46300	ces	1144289	1	měsíc	
46300	cym	1167384	10	lleuad	
46300	cym	1167385	10	lloer	
46300	deu	1182376	1	mond	
46300	fao	1200264	1	máni	
46300	fry	1201712	1	moanne	
46300	gla	1205692	10	gealach	
46300	hin	1217202	3	चाँद	chā̃d
46300	hin	1217203	3	चन्द्रमा	chandramā
46300	hun	1225068	7	hold	
46300	hye	1232294	2	լուսին	lusin
46300	kat	1237407	10	თანამგზავრი	tanamgzavri
46300	khm	1240524	10	លោកខែ	loŭkkhê
46300	kor	1247412	8	위성	wiseong
46300	liv	1255858	7	kū	
46300	ltz	1257718	1	mound	
46300	mlt	1266918	6	qamar	
46300	nav	1270989	10	ooljééʼ	
46300	rus	1290367	2	луна	luna
46300	tur	1314406	10	uydu	
46300	zsm	1334091	4	bulan	
46300	tel	1436743	3	-చంద్రుడు	-candruḍu
46300	tel	1429393	3	చందమామ	candamāma
46300	tam	1451319	3	சந்திரன்	cantiraṉ
46300	san	1458408	3	चन्द्रः	candraḥ
46300	pan	1538631	3	ਚੰਦਰਮਾ	candramā
46300	ori	1558891	3	ଚନ୍ଦ୍ରମା	côndrôma
46300	mni	1605707	10	ta	
46300	kok	1626890	3	चंद्रीम	chandrīm
46300	kan	1648603	3	ಚಂದ್ರ	candra
46300	kan	1655507	3	ಚಂದ್ರಮಾ	candramā
46300	brx	1714612	10	अखाफोर	akhāphor
46300	ven	1756921	9	ṅwedzi	
46300	nso	1779754	9	ngwedi	
46300	xho	1784208	10	inyanga	
46300	guj	1804352	3	ચંદ્ર	candra
46300	urd	1841391	3	چاند	cānd
46300	kas	1878098	3	ژَنٛدٕر	ćandụr
4168	eng	6008	1	kung fu	
4168	spa	171237	1	kung fu	
4168	cat	204983	1	kung-fu	
4168	tha	439298	1	กังฟู	kạngfū
4168	msa	615316	1	kung fu	
4168	pol	639892	10	boks chiński	
4168	pol	639893	1	kung-fu	
4168	fin	709641	1	kung-fu	
4168	eus	835470	1	kung fu	
4168	nld	934563	1	kung fu	
4168	cmn	1152559	1	功夫	gong fu
4168	hin	1215524	1	कुंग फू	kuṅg phū
4168	hin	1215525	1	कुंग फ़ू	kuṅg fū
4168	kor	1243370	1	쿵후	kunghu
4168	nan	1269145	1	功夫	gong fu
4168	rus	1280420	1	кун-фу	kun-fu
4168	rus	1280421	1	кунфу	kunfu
4168	rus	1280422	1	кунг-фу	kung-fu
4168	rus	1280423	1	гунфу	gunfu
4168	vie	1326614	1	công phu	
4168	vie	1326615	1	功夫	
4168	yue	1331687	1	功夫	
8591	eng	13072	2	snake	
8591	eng	13073	1	serpent	
8591	eng	13074	12	ophidian	
8591	ita	142413	1	serpente	
8591	ita	142412	1	serpe	
8591	ita	148747	3	colubro	
8591	spa	175307	1	serpentes	
8591	spa	175310	1	serpiente	
8591	cat	209404	1	serp	
8591	glg	258896	3	cobra	
8591	zho	319210	11	蛇	she
8591	jpn	381748	2	スネーク	sunēku
8591	jpn	381751	11	蛇	hebi
8591	tha	445847	13	งู	nguu
8591	tha	481338	10	อสรพิษ	xs̄rphis̄ʹ
8591	bul	518491	6	змия	zmija
8591	dan	524364	4	slange	
8591	fas	531630	10	صورت فلکی حیه	surt flki hih
8591	fas	541282	10	ماری	mâri
8591	hrv	554252	6	zmija	
8591	isl	575523	2	snákur	
8591	isl	577344	10	höggormur	
8591	isl	580697	4	slanga	
8591	ind	594704	9	ular	
8591	msa	619159	9	ular	
8591	pol	643715	18	wąż	
8591	swe	691668	19	orm	
8591	nno	698437	4	slange	
8591	nob	702074	4	slange	
8591	fin	715594	10	käärme	
8591	eus	833250	12	ofidio	
8591	eus	839962	10	suge	
8591	heb	847478	10	נָחָשׁ	nāḥāš
8591	arb	852242	1	أَفْعَى	ʾafʿā
8591	arb	863567	20	ثُعْبَان	
8591	fra	877181	12	ophidien	
8591	fra	877180	1	serpent	
8591	ell	913692	12	φίδι	phídi
8591	nld	934120	1	serpent	
8591	nld	933766	4	slang	
8591	por	978411	1	serpentes	
8591	por	978412	3	cobra	
8591	por	978413	3	cobras	
8591	por	978414	12	ofídio	
8591	por	978415	1	serpente	
8591	ron	1009421	1	șarpe	
8591	lit	1057508	10	gyvatė	
8591	slk	1069875	14	had	
8591	slv	1099718	10	kača	
8591	abk	1126423	10	амаҭ	āmāt
8591	ace	1126567	9	uleue	
8591	afr	1126841	4	slang	
8591	ain	1128211	10	ウェンペサニ	wenpesani
8591	alt	1128489	5	јылан	ǰïlan
8591	arz	1129324	20	تعبان	
8591	ast	1130445	3	culiebra	
8591	bak	1131798	5	йылан	yïlan
8591	ban	1132117	10	lelipi	
8591	bel	1132507	6	змяя	zmjaja
8591	blt	1134653	13	ʻngú	
8591	bre	1135004	15	naer	
8591	bre	1135005	1	sarpant	
8591	bug	1135845	9	ula	
8591	ccc	1135995	10	sokopleye	
8591	ces	1139097	14	had	
8591	che	1149137	10	лаьхьа	läḥa
8591	chr	1149391	10	ᎢᎾᏛ	inadv
8591	chu	1149820	6	змиꙗ	
8591	chv	1150053	5	ҫӗлен	śĕlen
8591	cjs	1150284	5	чылан	
8591	cmn	1153130	11	蛇	she
8591	cop	1165313	10	ϩⲟϥ	hof
8591	cor	1165448	1	sarf	
8591	cuk	1166154	10	naibe	
8591	cym	1166476	15	neidr	
8591	deu	1173070	4	schlange	
8591	deu	1173045	19	wurm	
8591	dsb	1191334	14	had	
8591	epo	1192904	1	serpento	
8591	evn	1198877	5	kulïn	
8591	fij	1201044	10	gata	
8591	fry	1201331	4	slange	
8591	fur	1202144	1	sarpint	
8591	gag	1202727	5	yılan	
8591	gla	1203914	15	nathair	
8591	gle	1208124	15	nathair	
8591	glv	1212161	10	aarnieu	
8591	glv	1212162	10	ardnieu	
8591	grc	1213267	12	ὄφις	óphis
8591	hat	1214174	10	koulèv	
8591	hin	1215626	1	साँप	sā̃p
8591	hop	1218492	10	taaho	
8591	hsb	1218550	18	wuž	
8591	hun	1220768	10	kígyó	
8591	hye	1229911	10	օձ	ōj
8591	jav	1234491	9	ula	
8591	kam	1235061	10	nzoka	
8591	kat	1236001	10	გველი	gveli
8591	kaz	1238517	5	жылан	jılan
8591	khm	1239591	10	ពស់	pôs
8591	kir	1241552	5	жылан	cılan
8591	kjh	1242433	5	чылан	çılan
8591	kor	1243676	10	뱀	baem
8591	krc	1250010	5	жылан	cılan
8591	krc	1250011	5	джылан	dcılan
8591	kum	1250263	5	йылан	yılan
8591	lao	1250541	13	ງູ	ngū
8591	lat	1252126	18	anguis	
8591	lat	1252127	1	serpens	
8591	lat	1252128	10	vipera	
8591	lat	1252129	3	colubra	
8591	ltg	1256152	10	čyuška	
8591	ltg	1256153	10	tuorps	
8591	mad	1258488	9	olar	
8591	mar	1259295	1	साप	sāp
8591	min	1260246	9	ula	
8591	mkd	1261235	6	змија	zmija
8591	mri	1267566	2	neke	
8591	mri	1267567	10	naakahi	
8591	nap	1269650	1	sierpe	
8591	nav	1270148	10	tłʼiish	
8591	nav	1270138	10	naʼashǫ́ʼii	
8591	nay	1271424	10	krayi	
8591	oci	1272340	1	sèrp	
8591	oss	1273408	10	калм	kalm
8591	pim	1273964	10	askok	
8591	pjt	1273979	10	liru	
8591	ppl	1274070	10	kuat	
8591	ppl	1274071	10	cúat	
8591	rgn	1274290	10	bìssa	
8591	roh	1274520	1	serp	
8591	roh	1274524	1	serpent	
8591	roh	1274525	1	serpaint	
8591	rup	1275717	1	sharpe	
8591	rus	1281260	6	змея	zmeja
8591	rus	1281261	6	змеи	zmei
8591	sah	1300007	7	моҕой	moğoy
8591	scn	1300945	1	serpenti	
8591	sin	1302311	1	සර්පයා	sarpayā
8591	sot	1303375	13	noha	
8591	sun	1304342	10	oray	
